recipe_code_main,l3_avg_vol_share,l3_avg_uptake,l3_avg_score_w_scm,l3_avg_score_wo_scm,l3_avg_share_1star,l3_avg_share_1star_wo_scm,lt_avg_vol_share,lt_avg_uptake,lt_avg_score_w_scm,lt_avg_score_wo_scm,lt_avg_share_1star,lt_avg_share_1star_wo_scm
RB152188-SP-1,0.000980953167390804,0.0033009902784855542,3.6180645161290323,3.695767195767196,0.0322580645161290325000,0.0185185185185185185000,0.000980953167390804,0.0033009902784855542,3.6180645161290323,3.695767195767196,0.0322580645161290325000,0.0185185185185185185000
RB152188-SP-2,0.00040800999966707983,0.0013721944616080796,3.479166666666667,3.606060606060606,0.0416666666666666665000,0.0000000000000000000000,0.00040800999966707983,0.0013721944616080796,3.479166666666667,3.606060606060606,0.0416666666666666665000,0.0000000000000000000000
RB152199,0.003722843654301533,0.012746121491402881,3.270032051282051,3.309020902090209,0.0352564102564102565000,0.0210121012101210120000,0.003722843654301533,0.012746121491402881,3.270032051282051,3.309020902090209,0.0352564102564102565000,0.0210121012101210120000
RB152228,0.016010811032862504,0.05466337545025077,3.3938541199123136,3.454001842849426,0.0521921693369500873333,0.0420055285482794776667,0.031224274168553636,0.10774493511559302,3.402105218231597,3.4625793042149917,0.0517340550602665222500,0.0405950555021186992500
RB152228-SP-1,0.0005421540943929004,0.0018293081295324375,3.5555555555555554,3.5555555555555554,0.0000000000000000000000,0.0000000000000000000000,0.0005421540943929004,0.0018293081295324375,3.5555555555555554,3.5555555555555554,0.0000000000000000000000,0.0000000000000000000000
RB152228-SP-2,0.000400161355385236,0.0013502036194167992,3.6666666666666665,3.6,0.0000000000000000000000,0.0000000000000000000000,0.000400161355385236,0.0013502036194167992,3.6666666666666665,3.6,0.0000000000000000000000,0.0000000000000000000000
RB152232,0.023359220782963274,0.08102596909298095,3.2214022140221403,3.2974137931034484,0.1107011070110701110000,0.0948275862068965520000,0.023359220782963274,0.08102596909298095,3.2214022140221403,3.2974137931034484,0.1107011070110701110000,0.0948275862068965520000
RB152236,0.04607508107505584,0.1589694285974604,3.4499273100156755,3.482854537163703,0.0181148748159057436667,0.0146146830825353396667,0.050337870806791,0.17388764430905065,3.434952813890056,3.481357984723311,0.0238500857306976362500,0.0180784500343214335000
RB152236-SP-1,0.00018334295317964214,0.000615552971752958,4,4,0.0000000000000000000000,0.0000000000000000000000,0.00018334295317964214,0.000615552971752958,4,4,0.0000000000000000000000,0.0000000000000000000000
RB152236-SP-2,0.00002037143924218246,0.00006839477463921757,3,4,0.3333333333333333330000,0.0000000000000000000000,0.00002037143924218246,0.00006839477463921757,3,4,0.3333333333333333330000,0.0000000000000000000000
RB152237,0.0067338149353574185,0.022593043966333107,3.663630231587062,3.6681854079339042,0.0081799591002044990000,0.0064516129032258063333,0.008527240852013436,0.02913238690676756,3.601544723312714,3.664164318840871,0.0256684288255817652955,0.0137779185146403688750
RB152237-SP-1,0.00038688042386887303,0.001297842693421901,3.58125,3.6333333333333333,0.0000000000000000000000,0.0000000000000000000000,0.00042887576159289476,0.0014444337837858303,3.4162202380952382,3.4597756410256415,0.0416666666666666666667,0.0347222222222222222500
RB152253,0.025084672223653404,0.08404412586756155,3.490170531639324,3.538845195197213,0.0523450241903430506667,0.0376180496745309760000,0.024990540117190128,0.08513744314785524,3.5344058135337186,3.5847869488878823,0.0426839783001467093000,0.0286414610270588482000
RB152253-SP-1,0.0018263698642028035,0.0061542061542061545,3.608695652173913,3.6,0.0000000000000000000000,0.0000000000000000000000,0.0018263698642028035,0.0061542061542061545,3.608695652173913,3.6,0.0000000000000000000000,0.0000000000000000000000
RB152253-SP-2,0.0023923361909424555,0.00806130806130806,3.5,3.4794520547945207,0.0128205128205128210000,0.0136986301369863010000,0.0023923361909424555,0.00806130806130806,3.5,3.4794520547945207,0.0128205128205128210000,0.0136986301369863010000
RB152366,0.002909313631665582,0.010096158759030851,3.1333333333333333,3.5142857142857142,0.1333333333333333330000,0.0000000000000000000000,0.002909313631665582,0.010096158759030851,3.1333333333333333,3.5142857142857142,0.1333333333333333330000,0.0000000000000000000000
RB152594,0.032173395910156714,0.11016534569055758,3.4118832819199505,3.4767056811501256,0.0564072715984711793333,0.0504409171075837743333,0.032173395910156714,0.11016534569055758,3.4118832819199505,3.4767056811501256,0.0564072715984711793333,0.0504409171075837743333
RB152632,0.007496893552395416,0.025092421441774492,3.3309352517985613,3.3230769230769233,0.0359712230215827340000,0.0307692307692307690000,0.007496893552395416,0.025092421441774492,3.3309352517985613,3.3230769230769233,0.0359712230215827340000,0.0307692307692307690000
RB152734,0.020202420913077807,0.06802854175839004,3.45989785097859,3.4760762385762387,0.0400988101803611443333,0.0358255170755170756667,0.024541756965730077,0.08364100127034908,3.5363116504750622,3.562832453329413,0.0320030684954348180000,0.0258002911628046655833
RB152734-SP-1,0.0011502540037033734,0.003861076896077514,3.4966555183946486,3.524621212121212,0.0192307692307692310000,0.0208333333333333335000,0.0011502540037033734,0.003861076896077514,3.4966555183946486,3.524621212121212,0.0192307692307692310000,0.0208333333333333335000
RB152734-SP-2,0.00013319405486984684,0.00044703520969340135,3.375,3.208333333333333,0.0000000000000000000000,0.0000000000000000000000,0.00013319405486984684,0.00044703520969340135,3.375,3.208333333333333,0.0000000000000000000000,0.0000000000000000000000
RB152752,0.034180361147583216,0.11481948057776743,3.545974988000996,3.570506908332733,0.0372936016194822866667,0.0301654884026350603333,0.05068325866600652,0.1716943284346213,3.5212613862885944,3.562044736234475,0.0401506288454144729000,0.0285176829247166548000
RB152752-SP-1,0.0015416506078061688,0.005194805194805195,3.6226415094339623,3.627450980392157,0.0000000000000000000000,0.0000000000000000000000,0.0015416506078061688,0.005194805194805195,3.6226415094339623,3.627450980392157,0.0000000000000000000000,0.0000000000000000000000
RB152752-SP-2,0.000003472186053617497,0.0000117000117000117,,,,,0.000003472186053617497,0.0000117000117000117,,,,
RB153038,0.003725544750646372,0.012928598342125093,3.0689655172413794,3.2,0.1034482758620689660000,0.0800000000000000000000,0.003725544750646372,0.012928598342125093,3.0689655172413794,3.2,0.1034482758620689660000,0.0800000000000000000000
RB153323,0.01526673579905519,0.05024543366970738,3.392156862745098,3.4265734265734267,0.0522875816993464050000,0.0489510489510489510000,0.01526673579905519,0.05024543366970738,3.392156862745098,3.4265734265734267,0.0522875816993464050000,0.0489510489510489510000
RB153337,0.0025200951827771636,0.008697714020887447,3.303030303030303,3.5,0.0000000000000000000000,0.0000000000000000000000,0.0025200951827771636,0.008697714020887447,3.303030303030303,3.5,0.0000000000000000000000,0.0000000000000000000000
RB153356,0.007554641879441041,0.025491237633716173,3.455937774720024,3.518355718355718,0.0330466689599816533333,0.0281237281237281240000,0.007554641879441041,0.025491237633716173,3.455937774720024,3.518355718355718,0.0330466689599816533333,0.0281237281237281240000
RB153356-SP-1,0.0005389269866881807,0.001818419390666173,3.1538461538461537,3.1538461538461537,0.1538461538461538460000,0.1538461538461538460000,0.0005389269866881807,0.001818419390666173,3.1538461538461537,3.1538461538461537,0.1538461538461538460000,0.1538461538461538460000
RB153358,0.003697566804372247,0.012817190553175699,3.4030555555555555,3.5965608465608465,0.0613888888888888890000,0.0277777777777777780000,0.003697566804372247,0.012817190553175699,3.4030555555555555,3.5965608465608465,0.0613888888888888890000,0.0277777777777777780000
RB153374,0.001814934826526129,0.006311711743380464,3.306547619047619,3.467391304347826,0.0773809523809523810000,0.0495169082125603865000,0.001814934826526129,0.006311711743380464,3.306547619047619,3.467391304347826,0.0773809523809523810000,0.0495169082125603865000
RB153383,0.012958756286526396,0.04358653544705247,3.412270531400966,3.4863744174089,0.0463446054750402573333,0.0459853046059942613333,0.009283940434029326,0.03133086042640002,3.4316028238293312,3.493144950421826,0.0354930912679860785000,0.0332191566978585235000
RB153383-SP-1,0.001072807178784486,0.003611407999099961,3.3448275862068964,3.48,0.0689655172413793100000,0.0400000000000000000000,0.001072807178784486,0.003611407999099961,3.3448275862068964,3.48,0.0689655172413793100000,0.0400000000000000000000
RB153383-SP-2,0.000792072589943686,0.002666366653541092,3.2666666666666666,3.2142857142857144,0.1333333333333333330000,0.1428571428571428570000,0.000792072589943686,0.002666366653541092,3.2666666666666666,3.2142857142857144,0.1333333333333333330000,0.1428571428571428570000
RB153420,0.010080346400443732,0.03372542956614491,3.3473076535873827,3.4345104333868375,0.0537561056887480693333,0.0296883360085607276667,0.014333790690791319,0.048905802393531435,3.3930667662355405,3.4506252761994416,0.0431611941915272986364,0.0331111545428852669091
RB153444,0.0044651692541464215,0.015010710505965136,3.557313659736195,3.6230563603650574,0.0422204337133914600000,0.0285766623019329253333,0.005289271255575855,0.017903974807279892,3.5550065071649586,3.6308134583094547,0.0314504232602824153750,0.0181053066288075027500
RB153444-SP-1,0.0006891436897409477,0.0023205445544554454,3.3846153846153846,3.4166666666666665,0.0769230769230769230000,0.0833333333333333330000,0.0006891436897409477,0.0023205445544554454,3.3846153846153846,3.4166666666666665,0.0769230769230769230000,0.0833333333333333330000
RB153444-SP-2,0.0004266127603158247,0.0014365275813295615,3.8,3.75,0.0000000000000000000000,0.0000000000000000000000,0.0004266127603158247,0.0014365275813295615,3.8,3.75,0.0000000000000000000000,0.0000000000000000000000
RB153448,0.014612950244559038,0.04918588835684511,3.4170021098546806,3.479015877519282,0.0513370315055828176667,0.0336970399092112726667,0.013923314596639967,0.04696019604908104,3.4695626408035376,3.5468076359125673,0.0432636155106055675714,0.0263402138142458090000
RB153448-SP-1,0.0014830547774302193,0.004998131789551233,3.541068580542265,3.544791666666667,0.0000000000000000000000,0.0000000000000000000000,0.0014830547774302193,0.004998131789551233,3.541068580542265,3.544791666666667,0.0000000000000000000000,0.0000000000000000000000
RB153448-SP-2,0.000259893356146841,0.0008760403785506478,3.8636363636363633,3.9444444444444446,0.0000000000000000000000,0.0000000000000000000000,0.000259893356146841,0.0008760403785506478,3.8636363636363633,3.9444444444444446,0.0000000000000000000000,0.0000000000000000000000
RB153453,0.010389572015357123,0.034697247172676936,3.4784596099344305,3.530258581533449,0.0634330297999362746667,0.0526630473394272776667,0.01226287482601037,0.04166523080230999,3.4315537477647595,3.4877704507296055,0.0614986706706546645000,0.0507958793546576224167
RB153453-SP-1,0.0005222656010729011,0.0017604485883810394,3.230769230769231,3.1,0.0769230769230769230000,0.1000000000000000000000,0.0005222656010729011,0.0017604485883810394,3.230769230769231,3.1,0.0769230769230769230000,0.1000000000000000000000
