recipe_code_main,l1_rar
RC154293-SP-1,-0.042561054222741146
RC154293-SP-2,0.02352201627543149
RC154339,0.0060902342986632885
RC154340,0.021855907808557395
RC154365,-0.00950881734938791
RC154371,0.018355477632244988
RC154371-SP-1,0.011151029891128372
RC154371-SP-2,0.21055447793841386
RC154382,0.013646607999039828
RC154382-SP-1,0.007946525811793892
RC154382-SP-2,0.05619249337559151
RC154478,0.024380731920467413
RC154480,-0.011294246298073962
RC154480-SP-1,-0.02706549956791182
RC154480-SP-2,0.10595323841174809
RC154480-SP-3,0.0011584677649463249
RC154518,0.026666879026353785
RC154542,0.01914156511274623
RC154542-SP-1,-0.03845036513996081
RC154542-SP-2,0.2626397752024079
RC155015,0.01075524948325679
RC155015-SP-1,-0.008579034469505364
RC155015-SP-2,-0.10149679936992329
RC155050,0.0014103359292325646
RC155117,0.041779460918212497
RC155224,0.014383924947011906
RC155224-SP-1,-0.011691288084093587
RC155224-SP-2,0.06037519470606956
RC155224-SP-3,0.013656598010168608
RC155347,0.019095569832761505
RC155350,-0.007839586643913599
RC155350-SP-1,0.022580558644981652
RC155350-SP-2,0.16068457031366723
RC155446,0.014544372521131166
RC155897,-0.021701385973685205
RC155897-SP-1,-0.01834720143810098
RC155925,0.009593869353718976
RC155925-SP-1,-0.012048119881029717
RC155925-SP-2,-0.04882938750617327
RC155931,0.014471470323338176
RC155931-SP-1,-0.1546754914266324
RC155931-SP-2,0.13290468240975106
RC155931-SP-3,0.006188590896169188
RC155933,0.03371046086652463
RC155957,0.030223972844629632
RC155957-SP-1,0.07556437773453273
RC155957-SP-2,0.03448849857991099
RC155992,0.01567615337745032
RC155992-SP-1,-0.006980399324675979
RC155992-SP-2,-0.0671329898792059
RC156024,-0.01601261216293992
RC156024-SP-1,-0.018678185212719245
RC156031,0.002638436353226359
RC156031-SP-1,-0.029516089082696206
RC156031-SP-2,0.1902510596674274
RC156122,0.0030641414446221926
RC156122-SP-1,-0.03100676325146856
RC156122-SP-2,0.18160813948737586
RC156127,-0.018140578925577078
RC156158,-0.004334549887226702
RC156158-SP-1,0.028917606068827206
RC156158-SP-2,-0.04578550057448694
RC156160,0.019448385411267033
RC156247,0.03244038260823001
RC156388,0.005723934188061053
RC156708,0.000991376648162401
RC156708-SP-1,-0.00833101781200607
RC156766,0.023436349305338222
RC156767,0.01681328283671779
RC156767-SP-1,-0.33693609608508523
RC156769,0.011981574151181729
RC156769-SP-1,-0.01228532888842837
RC156769-SP-2,-0.009861791710160994
RC156782,-0.025978900601531407
RC156857,0.026829643657840574
RC156874,0.02024402717682494
RC156874-SP-1,-0.011128598791479316
RC156874-SP-2,0.09223359144935728
RC156887,0.02141705760643431
RC156887-SP-1,0.02654175160996708
RC156887-SP-2,0.04546670640693451
RC156930,0.03157643900723506
RC156930-SP-1,0.005981599673774207
RC156930-SP-2,0.026875462324547073
RC157235,0.005074293116243744
RC157236,-0.01813135679877631
RC157236-SP-1,0.022422326972354245
RC157239,0.022338392706839683
RC157239-SP-1,0.07374909289320497
RC157239-SP-2,0.04457167497476222
RC157338,0.00752353570412212
RC157342,-0.013193951525094061
RC157343,0.017117409522533045
RC157345,0.016204578552910798
RC157378,0.0068101291556448285
RC157417,0.02205372607794054
RC157515,-0.07058902242533771
RC157515-SP-1,0.18546211315796368
RC157529,0.023357545911492528
RC157574,-0.0005592042807629483
RC157574-SP-1,-0.01782867590944892
RC157574-SP-2,-0.08495778263546172
RC157574-SP-3,0.08679245138888181
RC157575,0.008613963131344216
RC157575-SP-1,0.0015355128484457747
RC157575-SP-2,-0.07746027935450095
RC157575-SP-3,0.06335622172625044
RC158168,0.004965194329948686
RC158168-SP-2,0.07432218718782013
RC158220,-0.008520422436738118
RC158220-SP-1,-0.0044817820472081715
RC158220-SP-2,-0.15547809980186855
RC158348,0.013412008614198445
RC158362,0.004712711681984061
RC158363,0.00886680195316547
RC158385,0.00009895156655881365
RC158385-SP-1,-0.16315797448085279
RC158437,0.032153343214250674
RC158437-SP-1,-0.041980436500012486
RC158437-SP-2,0.10920985530715233
RC158692,-0.007166777153475357
RC158782,0.00461116294481867
RC159414,-0.026244925245172412
RC159564,0.04063092067280771
RC159565,0.0020135292641585423
RC159970,0.017739184832092025
RC160140,-0.010405529457295004
RC160140-SP-1,0.09391866777395408
RC160157,-0.001250642551809844
RC160203,0.07386572102466826
RC160244,0.01561723565656914
RC160252,0.009590740744091164
RC161210,0.019371465996332216
RC161210-SP-1,0.03150245397452278
RC161210-SP-2,0.006201138906310355
RC161326,0.020237660008888714
RC161329,-0.000756872468183234
RC161329-SP-1,-0.05240309211014882
RC161329-SP-3,-0.0619263666355202
RC161335,0.010247237331785009
RC161336,-0.0075481524357235985
RC161336-SP-1,0.02556435127758583
RC161336-SP-2,-0.044380923904049574
RC161739,0.005791720442476667
RC161739-SP-1,-0.06768701200229321
RC161739-SP-2,0.08303761316893365
RC161740,0.05048329002715346
RC162084,0.01005642580665378
RC162084-SP-1,-0.028726142140724775
RC162084-SP-2,0.13437643484306983
RC162085,0.02357502939224676
RC162085-SP-1,-0.012504948775088232
RC162085-SP-2,-0.03809938375119615
RC162085-SP-3,0.07475161163607424
RC162086,0.0010144908947971043
RC23710,0.0059911192709283245
RC25180,0.07281941364569589
RC25950,-0.021861950940535557
RC25953,0.04835680093216821
RC25953-SP-1,0.18266789467825162
RC26095,-0.01165370816463318
RC26356,-0.03711263389988961
RC26358,-0.023690525570952192
RC27282,-0.00873758282815218
RC28383,0.040603715248948014
RC28632,0.06272584524079128
RC28680,-0.01047224811860259
RC31444,-0.02356248525867699
RC33045,0.02144207534260123
RC33045-SP-1,0.051416184847884905
RC33085,-0.005009062370758377
RC33367,-0.035623948016711315
RC33367-SP-1,0.1253973151012966
RC33367-SP-2,-0.02142795091445604
RC33966,0.04002705243485294
RC33966-SP-1,-0.036296216818639704
RC34025,-0.0032060089367730304
RC36134,-0.019024806739997513
RC36171,0.019811118330267385
RC36171-SP-1,-0.000161598518150452
RC36171-SP-2,0.028603762921750597
RC37028,-0.0038122236571359602
RC37048,0.0675778248318537
RC37048-SP-1,-0.05322412717916725
RC37054,0.01778941546988655
RC37060,0.004108399931128215
RC37156,0.0433062714343142
RC37156-SP-1,0.21631375366671102
RC37760,-0.0047174408720701555
RC38296,-0.01826479101747558
RC39265,0.02948791959231123
RC39284,0.0612483115714646
RC39284-SP-1,-0.17415747708033646
RC39492,0.004980009843183586
RC39492-SP-1,-0.0918713393747227
RC39492-SP-2,-0.006307468038414976
