gampversion,country,slotnumber,slot,hellofreshweek,week,uniquerecipecode,code,nb_of_appearances,status,title,subtitle,lastused,nextused,absolutelastused,absolutelastusedrunning,isnewrecipe,isnewscheduled,isdefault,primaryprotein,mainprotein,proteincut,secondaryprotein,proteins,primarystarch,mainstarch,secondarystarch,starches,primaryvegetable,mainvegetable,vegetables,secondaryvegetable,tertiaryvegetable,primarydryspice,primarycheese,primaryfruit,primarydairy,primaryfreshherb,salt,calories,cuisine,dishtype,handsontime,totaltime,difficulty,tag,preference,preftag,producttype,author,cost1p,cost2p,cost3p,cost4p,skucode,skuname,skucount,seasonalityrisk_w1,seasonalityrisk_w2,seasonalityrisk_w3,seasonalityrisk_w4,pricemissingskus,scorescm,scorewoscm,isscorereplace,volumesharelast,volumeshare2last,uptake_ratio,updated_at,unique_slot,basket,weight2p,weight4p,sum_weight2p,sum_weight4p,weight,normweight2p,normweight4p,slotcombo
V12,CA,1014,13,2026-W33,33,RB57441-1,RB57441,1,READY FOR MENU PLANNING,Sweet Chili-Ponzu Beef Bowls,with Garlic Cucumbers and Crispy Shallots,,2026-W27,2026-W27,757,0,1,TRUE,Beef-Mince,Beef,Mince,,"Beef-Mince, ",Rice - Jasmine,Rice,,"Rice - Jasmine, ",Cabbage,Cabbage,"Cabbage, Carrot, Mushrooms",Carrot,Mushrooms,Asian Sesame Blend,,,,Green Onion,0,770,Japanese,Rice,10,30,1,season-no-season,Classic,"season-no-season, Classic",,,0,6.59,0,12.39,PHF-10-001406-4 | PRO-10-002788-1 | SPI-10-001191-1 | DRY-10-125595-1 | PHF-10-001593-4 | PTN-10-138804-7 | PHF-10-001592-4 | SPI-10-138352-1 | DRY-10-002435-1 | DRY-10-155637-1 | PHF-10-000397-4 | PRO-10-002793-1 | PRO-10-158272-1 | PHF-10-001398-4 | PHF-10-88380-4 | DRY-10-002436-1 | PHF-10-001407-4 | SPI-10-001192-1 | PHF-10-001399-4 | PTN-10-138803-7 | SPI-10-138368-1,"X3B- Carrot, Julienne 1/8-inch 113g | X3B- Sweet Chili Sauce (2tbsp) | X3B- Sugar, Brown 11g (1TBSP) | X3B- (Paper) Rice, Jasmine 149g (0.75cup) | X3B- Mushrooms, Whole 227g | X3B- Beef, Lean Ground 500g | X3B- Mushrooms, Whole 113g | X3B- Asian Sesame Blend 11g | X3B- Shallots, Crispy 28g | X3B- (Paper) Rice, Jasmine 298g (1.5cup) | X3B- Cucumber, Mini 1pc (66g) | X3B- Sweet Chili Sauce (4tbsp) | X3B-Ponzu Sauce-30ml (2tbsp) | X3B- Cabbage, Green Shredded 1/8-inch 113g | X3B- Garlic, Unpeeled Clove | X3B- Shallots, Crispy 56g | X3B- Carrot, Julienne 1/8-inch 56g | X3B- Sugar, Brown 22g (2TBSP) | X3B- Cabbage, Green Shredded 1/8-inch 56g | X3B- Beef, Lean Ground 250g | X3B- Asian Sesame Blend 22g",21,2,2,2,2,,3.427317886,3.47077036,1,0,0,0,2026-04-29 16:12:18.564000+00:00,13,0,0.0088,0.0029,0.7153,0.2843,0.011725,0.0123,0.0103,"chefschoice_all,chefschoice_d3,chefschoice_d4,chefschoice_d5,porkfree_all"
V12,CA,1015,14,2026-W33,33,RC157529-11,RC157529,10,READY FOR MENU PLANNING,Honey-Garlic Chicken Bowls,with Green Onion Rice and Peppers,2026-W04,,2026-W04,734,0,0,TRUE,Chicken-Breast,Chicken,Breast,,"Chicken-Breast, ",Rice - Jasmine,Rice,,"Rice - Jasmine, ",Pepper - Sweet Bell,Pepper,"Pepper - Sweet Bell, , ",,,,,,,,0,820,Chinese,Bowl,6,35,2,"family-friendly , season-no-season",Classic,"family-friendly , season-no-season, Classic",,,0,8.05,0,15.86,PRO-10-002763-1 | DRY-10-125595-1 | SPI-10-100863-1 | PHF-10-000392-4 | PHF-10-003814-4 | PTN-10-138814-7 | PRO-10-118972-1 | PTN-10-138815-7 | PHF-10-000414-4 | PHF-10-000734-4 | PHF-10-88379-4 | PRO-10-000783-1,"X3B- Honey Garlic Sauce (4tbsp) | X3B- (Paper) Rice, Jasmine 149g (0.75cup) | H1F- Cream Sauce Spice Blend 10g (1TBSP) | X3B- Bok Choy, Shanghai 1pc (113g) | X3B- Green Onion 1pc | X3B- Chicken, Breasts Skinless/Boneless (2pc) 340g | X3B- Soy Sauce 30ml (2tbsp) | X3B- Chicken, Breasts Skinless/Boneless (4pc) 680g | X3B- Pepper, Sweet Bell 1pc (160g) | X3B- Green Onion 2pc | X3B- Carrot 1pc (170g) | X3B- Soy Sauce, 9g (1.5tsp)",12,2,2,2,2,,3.470383275,3.512705531,0,0.0409,0.0484,0.1372,2026-04-29 16:17:55.666000+00:00,14,0,0.0082,0.0027,0.7153,0.2843,0.0108949,0.0114,0.0096,"chefschoice_all,chefschoice_d3,chefschoice_d4,chefschoice_d5,flexitarian_all,flexitarian_d3,flexitarian_d4,flexitarian_d5"
V12,CA,1016,15,2026-W33,33,RV153862-31,RV153862,30,READY FOR MENU PLANNING,Roasted Chickpea and Bulgur Salad,"with Mint, Yogurt Sauce and Feta",2026-W06,,2026-W06,736,0,0,TRUE,Veggie-Chickpeas,Veggie,Chickpeas,,"Veggie-Chickpeas, ",Bulgur Wheat,Bulgur Wheat,,"Bulgur Wheat, ",Pepper - Sweet Bell,Pepper,"Pepper - Sweet Bell, , ",,,,,,,,0,960,MEDITERRANEAN,Salad,10,35,2,"veggie , season-no-season",Veggie,"veggie , season-no-season, Veggie",,,0,5.52,0,10.57,DAI-10-125726-4 | PRO-10-91819-1 | DRY-10-125714-1 | DRY-10-125715-1 | DRY-10-148837-1 | PHF-10-000744-4 | PHF-10-000953-4 | SPI-10-11355-1 | DRY-10-148838-1 | PHF-10-000402-4 | PHF-10-000414-4 | PHF-10-000746-4 | PHF-10-88387-1 | DAI-10-001202-4 | PHF-10-88380-4,"X3B- Yogurt Sauce 45ml (3 tbsp) | X3B- Chickpeas, Canned 398ml | X3B- (Paper) Bulgur Wheat 204g (1cup) | X3B- (Paper) Bulgur Wheat 102g (0.5cup) | X3B- Raisins, Sultana 28g | X3B- Spinach, Baby 113g | X3B- Mint, Fresh 7g | H1F- Turkish Spice Blend 8g (1TBSP) | X3B- Raisins, Sultana 56g | X3B- Lemon 1pc | X3B- Pepper, Sweet Bell 1pc (160g) | X3B- Spinach, Baby 56g | X3B- Shallot 1pc (50g) | X3B- Cheese, Feta Crumbled 56g (0.5cup) | X3B- Garlic, Unpeeled Clove",15,2,2,2,2,,3.370546318,3.427480916,0,0.0125,0.0129,0.0382,2026-04-29 19:45:57.651000+00:00,15,0,0.002,0.0007,0.7153,0.2843,0.0026978,0.0028,0.0025,"veggie_all,veggie_d4,veggie_d5,flexitarian_all,flexitarian_d5"
V12,CA,1017,16,2026-W33,33,RB151879-3,RB151879,2,READY FOR MENU PLANNING,Creamy Steak and Fungi Pasta,with Parmesan and Chives,2025-W26,,2025-W26,704,0,0,TRUE,Beef-Steak-Sirloin,Beef,Steak,,"Beef-Steak-Sirloin, ",Pasta - Linguine,Pasta,,"Pasta - Linguine, ",Mushrooms,Mushrooms,"Mushrooms, Onion, ",Onion,,,Parmesan,,Cream,Chives,0,1270,Canadian,Pasta,0,20,2,"quick , fresh-pasta , season-no-season",Rotating Surcharge,"quick , fresh-pasta , season-no-season, Rotating Surcharge",pronto-box,,0,16.5,0,32.36,PRO-10-62193-1 | DAI-10-001211-4 | PHF-10-88380-4 | DRY-10-003178-7 | PHF-10-000939-4 | PHF-10-000968-4 | PTN-10-129133-7 | PHF-10-000967-4 | PHF-10-001593-4 | PHF-10-001592-4 | SPI-10-100863-1 | DAI-10-001159-4 | DAI-10-001218-4,"X3B- Stock Concentrate, Reduced Sodium Beef 9.6g (1unit) | X3B- Cheese, Parmesan Shredded 28g (0.25cup) | X3B- Garlic, Unpeeled Clove | X3B- Pasta, Linguine Fresh 227g | X3B- Chives, Fresh 7g | X3B- Onion, Yellow Diced 3/8-inch 56g | X3B- Beef, Top Sirloin Steak 285g | X3B- Onion, Yellow Diced 3/8-inch 113g | X3B- Mushrooms, Whole 227g | X3B- Mushrooms, Whole 113g | H1F- Cream Sauce Spice Blend 10g (1TBSP) | X3B- Cream, 35% 237ml | X3B- Cheese, Parmesan Shredded 56g (0.5cup)",13,2,2,2,2,,3.777777778,3.830188679,0,0.002,0.0034,0.007,2026-04-29 16:12:18.564000+00:00,16,0,0.0153,0.0058,0.7153,0.2843,0.0210634,0.0213,0.0204,surcharge
V12,CA,1018,17,2026-W33,33,RV0083-19,RV0083,10,READY FOR MENU PLANNING,Warm Farro and Halloumi Salad,"with Fig Dressing, Veggies and Toasted Almonds",2026-W07,2026-W22,2026-W22,752,0,0,TRUE,Veggie-Cheese-Halloumi,Veggie,Cheese,,"Veggie-Cheese-Halloumi, ",Farro,Farro,,"Farro, ",Onion - Red,Onion,"Onion - Red, (ZZ DO NOT USE) Pepper - Red, Greens - Baby Spinach",(ZZ DO NOT USE) Pepper - Red,Greens - Baby Spinach,,Halloumi Cheese,"Almonds, sliced",,Thyme,0,770,Greek,Salad,10,30,1,"veggie , season-no-season",Veggie,"veggie , season-no-season, Veggie",,,0,7.95,0,14.76,DAI-10-001144-4 | PHF-10-000414-4 | PRO-10-52178-1 | PRO-10-002789-1 | PRO-10-002790-1 | PHF-10-88382-4 | PRO-10-002761-1 | PRO-10-100794-1 | SPI-10-148738-1 | DRY-10-003163-1 | PHF-10-000744-4 | PHF-10-000745-4 | PHF-10-000979-4,"X3B- Cheese, Halloumi 200g | X3B- Pepper, Sweet Bell 1pc (160g) | X3B- Stock Concentrate, Reduced Sodium Vegetable 9.6g (1unit) | X3B- Mustard, Dijon (1tbsp) | X3B- Mustard, Dijon (1.5tsp) | X3B- Onion, Red Whole 1pc (113g) | X3B- Spread, Fig (2tbsp) | X3B- Vinegar, Balsamic 15ml (1TBSP) | X3B- Almonds, Sliced 28g | X3B- (Paper) Pearled Farro 92g (0.5cup) | X3B- Spinach, Baby 113g | X3B- Spinach, Baby 227g | X3B- Thyme, Fresh 7g",13,2,2,2,2,,3.51572327,3.583916084,0,0.0075,0.0064,0.0228,2026-05-05 21:34:17.517000+00:00,17,0,0.0032,0.0012,0.7153,0.2843,0.0044617,0.0045,0.0043,"veggie_all,veggie_d5,beeffree_all,beeffree_d5,flexitarian_all"
V12,CA,1019,18,2026-W33,33,RP160777-1,RP160777,1,READY FOR MENU PLANNING,Carb Smart Bunless Beef Burgers,with Olive-Tomato Topping and Feta Sauce,2024-W19,,2024-W19,645,0,0,TRUE,Pork-Mince,Pork,Mince,,"Pork-Mince, ",No Starch,No Starch,,"No Starch, ",Greens - Spring Mix,Greens,"Greens - Spring Mix, Tomatoes - Baby, Onion - Shallot",Tomatoes - Baby,Onion - Shallot,,"Feta Cheese, crumbled",,,Dill,0,660,MEDITERRANEAN,123,10,20,2,"carb-smart , quick , season-no-season",Carb Smart,"carb-smart , quick , season-no-season, Carb Smart",,,0,8.21,0,15.82,DRY-10-132836-1 | SPI-10-100267-1 | PRO-10-100793-1 | PRO-10-127902-4 | PTN-10-138804-7 | DAI-10-001140-4 | PHF-10-000737-4 | PHF-10-001590-4 | PHF-10-001591-4 | PRO-10-001532-1 | PRO-10-91790-1 | PHF-10-000397-4 | PHF-10-000736-4 | DRY-10-132847-1 | PTN-10-138803-7 | DAI-10-001202-4 | PHF-10-000941-4 | PHF-10-000944-4 | PRO-10-91789-1,"X3B- (Paper) Breadcrumbs, Panko 32g (0.33cup) | H1F- Dill-Garlic Spice Blend 4g (1tsp) | X3B- Vinegar, Red Wine 15ml (1TBSP) | X3B- Pesto Sauce, Roasted Red Peppers 57g (4tbsp) | X3B- Beef, Lean Ground 500g | X3B- Cheese, Feta Crumbled 28g (0.25cup) | X3B- Lettuce, Heritage Blend 227g | X3B- Tomato, Baby 113g Clamshell | X3B- Tomato, Baby 227g Clamshell | X3B- Olives, Mixed Pitted 30g | H1F- Mayonnaise (0.5cup) | X3B- Cucumber, Mini 1pc (66g) | X3B- Lettuce, Heritage Blend 113g | X3B- (Paper) Breadcrumbs, Panko 64g (0.66cup) | X3B- Beef, Lean Ground 250g | X3B- Cheese, Feta Crumbled 56g (0.5cup) | X3B- Dill, Fresh 14g | X3B- Dill, Fresh 7g | H1F- Mayonnaise (4tbsp)",19,2,2,2,2,,3.355932203,3.576923077,0,0.0096,0,0.033,2026-04-29 19:32:51.289000+00:00,18,0,0.0046,0.0015,0.7153,0.2843,0.0061219,0.0064,0.0053,"light_all,light_d3,light_d4,light_d5"
V12,CA,1020,19,2026-W33,33,RS25824-3,RS25824,4,READY FOR MENU PLANNING,Garlic Crunch Jumbo Shrimp Noodles,with Tangy Teriyaki Sauce,2026-W17,,2026-W17,747,0,0,TRUE,Shellfish-Shrimp-Jumbo,Shellfish,Shrimp,,"Shellfish-Shrimp-Jumbo, ",Noodles - Chow Mein,Noodles,,"Noodles - Chow Mein, ",Pepper - Sweet Bell,Pepper,"Pepper - Sweet Bell, Sugar Snap Peas, Mushrooms",Sugar Snap Peas,Mushrooms,,,,,Green Onion,0,790,Japanese,Noodles,10,30,1,"stir-fry-special , season-no-season",Rotating Surcharge,"stir-fry-special , season-no-season, Rotating Surcharge",,,0,11.23,0,21.85,DRY-10-132836-1 | PHF-10-001424-4 | PTN-10-132105-7 | PHF-10-001593-4 | PHF-10-001592-4 | PRO-10-002769-1 | SPI-10-100863-1 | DRY-10-100144-1 | PHF-10-000414-4 | PHF-10-000734-4 | PHF-10-001425-4 | PRO-10-002782-1 | PHF-10-000735-4 | PHF-10-88380-4 | PRO-10-127899-4,"X3B- (Paper) Breadcrumbs, Panko 32g (0.33cup) | X3B- Peas, Sugar Snap Unsnipped 113g | X3B- Shrimp, Jumbo 16/20 Pacific White Tail-On 285g | X3B- Mushrooms, Whole 227g | X3B- Mushrooms, Whole 113g | X3B- Teriyaki Sauce (4tbsp) | H1F- Cream Sauce Spice Blend 10g (1TBSP) | X3B- Noodles, Ramen 100g | X3B- Pepper, Sweet Bell 1pc (160g) | X3B- Green Onion 2pc | X3B- Peas, Sugar Snap Unsnipped 227g | X3B- Soy Sauce Mirin Blend - 1 Soy:1 Mirin (4tbsp) | X3B- Green Onion 4pc | X3B- Garlic, Unpeeled Clove | X3B- Garlic Spread 30g (2tbsp)",15,2,2,2,2,,3.55280326,3.626472651,1,0.0014,0.0011,0.0044,2026-04-29 19:32:51.289000+00:00,19,0,0.0053,0.0021,0.7153,0.2843,0.007367,0.0074,0.0072,"surcharge,family_all"
V12,CA,1021,20,2026-W33,33,RB157581-17,RB157581,18,READY FOR MENU PLANNING,Carb Smart Jalapeño Popper Bunless Burgers,with Fresh Salad,2026-W13,2026-W27,2026-W27,757,0,0,TRUE,Beef-Mince,Beef,Mince,,"Beef-Mince, ",Bread - Breadcrumbs,Bread,,"Bread - Breadcrumbs, ",Lettuce - Romaine,Lettuce,"Lettuce - Romaine, Tomatoes - Roma, Red Onion",Tomatoes - Roma,Red Onion,,,,,,0,640,NORTH AMERICAN,Burger,8,35,2,"spicy , carb-smart , season-no-season",Carb Smart,"spicy , carb-smart , season-no-season, Carb Smart",,,0,7.14,0,13.7,PTN-10-138804-7 | PHF-10-000411-4 | PHF-10-134902-4 | PRO-10-120434-4 | DAI-10-001204-4 | PHF-10-000424-4 | PRO-10-101285-1 | PTN-10-138803-7 | DAI-10-001205-4 | DAI-10-10616-4 | DRY-10-132836-1 | PHF-10-88382-4,"X3B- Beef, Lean Ground 500g | X3B- Pepper, Jalapeno 1pc | X3B- Lettuce, Romaine Baby 1pc | X3B- Mayonnaise, Spicy 30ml (2tbsp) | X3B- Cheese, Medium Cheddar Shredded 28g (0.25cup) | X3B- Tomato, Roma 1pc (95g) Stage 4 | X3B- Vinegar, White Wine (1TBSP) | X3B- Beef, Lean Ground 250g | X3B- Cheese, Medium Cheddar Shredded 56g (0.5cup) | X3B- Cheese, Cream Kraft Philadelphia 18g (1TBSP) | X3B- (Paper) Breadcrumbs, Panko 32g (0.33cup) | X3B- Onion, Red Whole 1pc (113g)",12,2,2,2,2,,3.358208955,3.440789474,0,0.0036,0.0092,0.0112,2026-05-03 11:33:13.417000+00:00,20,0,0.0088,0.0029,0.7153,0.2843,0.011725,0.0123,0.0102,"light_all,light_d3,light_d4,light_d5"
V12,CA,1022,21,2026-W33,33,RS157334-8,RS157334,7,READY FOR MENU PLANNING,Creamy Sun-Dried Tomato Pesto Shrimp,with Sweet Peppers and Pearl Couscous,2025-W49,,2025-W49,727,0,0,TRUE,Shellfish-Shrimp,Shellfish,Shrimp,,"Shellfish-Shrimp, ",Couscous,Couscous,,"Couscous, ",Pepper - Sweet Bell,Pepper,"Pepper - Sweet Bell, , ",,,,,,,,0,680,Italian,Bowl,8,25,2,"family-friendly , quick , season-no-season",Family,"family-friendly , quick , season-no-season, Family",,,0,6.87,0,13.46,DAI-10-10616-4 | DAI-10-003437-4 | SPI-10-100863-1 | DAI-10-003438-4 | PHF-10-88383-4 | PHF-10-000414-4 | PRO-10-002829-4 | DRY-10-126105-1 | PTN-10-000704-7 | PHF-10-88380-4,"X3B- Cheese, Cream Kraft Philadelphia 18g (1TBSP) | X3B- Cream, 35% 56ml | H1F- Cream Sauce Spice Blend 10g (1TBSP) | X3B- Cream, 35% 113ml | X3B- Onion, Yellow Cooking 1pc (113g) | X3B- Pepper, Sweet Bell 1pc (160g) | X3B- Pesto Sauce, Sundried Tomato 57g (0.25cup) | X3B- (Paper) Couscous, Pearl 120g (0.75cup) | X3B- Shrimp, Pacific White Tail-Off 285g | X3B- Garlic, Unpeeled Clove",10,2,2,2,2,,3.610497238,3.654654655,0,0.0075,0.0094,0.0249,2026-04-29 19:32:51.289000+00:00,21,0,0.0047,0.002,0.7153,0.2843,0.0067444,0.0066,0.0072,"family_all,family_d5,pescatarian_all,pescatarian_d4,pescatarian_d5"
V12,CA,1023,22,2026-W33,33,RP160246-1,RP160246,0,READY FOR MENU PLANNING,Creamy Pesto and Bacon Gnocchi,with Parmesan Garlic Bread,,,,-1,1,0,TRUE,Pork-Bacon,Pork,Bacon,,"Pork-Bacon, ",Bread - Ciabatta,Bread,,"Bread - Ciabatta, ",Tomatoes - Baby,Tomatoes,"Tomatoes - Baby, Onion - Shallot, ",Onion - Shallot,,,"Parmesan Cheese, shredded",Pepitas,Cream Cheese,,0,910,Italian,Pasta,5,25,2,season-no-season,Family Quick,"season-no-season, Family Quick",,,0,6.4,0,12.97,DAI-10-001159-4 | DAI-10-001218-4 | DAI-10-136065-4 | PHF-10-88387-1 | PTN-10-100275-7 | SPI-10-132846-1 | SPI-10-132848-1 | BAK-10-003282-7 | PHF-10-001590-4 | PHF-10-001591-4 | PRO-10-001796-4 | DAI-10-003438-4 | DAI-10-001211-4 | PRO-10-127899-4,"X3B- Cream, 35% 237ml | X3B- Cheese, Parmesan Shredded 56g (0.5cup) | X3B - Cheese, Cream 50g | X3B- Shallot 1pc (50g) | X3B- Pork, Smoked Bacon CON (4pc) 100g | X3B- (Paper) Pepitas, 28g | X3B- (Paper) Pepitas, 56g | X3B- Ciabatta, White (1pc) | X3B- Tomato, Baby 113g Clamshell | X3B- Tomato, Baby 227g Clamshell | X3B- Pesto Sauce, Basil 56g (0.25 Cup) | X3B- Cream, 35% 113ml | X3B- Cheese, Parmesan Shredded 28g (0.25cup) | X3B- Garlic Spread 30g (2tbsp)",14,2,2,2,2,,3.50180286,3.545699066,1,0,0,0,2026-04-29 19:32:51.289000+00:00,22,0,0.0048,0.0018,0.7153,0.2843,0.0066407,0.0067,0.0065,"chefschoice_all,chefschoice_d4,chefschoice_d5"
V12,CA,1024,23,2026-W33,33,RS156706-2,RS156706,2,READY FOR MENU PLANNING,Cajun Shrimp Cavatappi,with Cheddar and Corn,2026-W08,2026-W25,2026-W25,755,0,0,TRUE,Shellfish-Shrimp,Shellfish,Shrimp,,"Shellfish-Shrimp, ",Pasta - Cavatappi,Pasta,,"Pasta - Cavatappi, ",Pepper - Sweet Bell,Pepper,"Pepper - Sweet Bell, Corn, ",Corn,,Cajun Seasoning,"Cheddar Cheese, shredded",,,,0,770,North American,Pasta,4,25,2,"mardi-gras , spicy , classic , season-no-season",Discovery,"mardi-gras , spicy , classic , season-no-season, Discovery",,,0,7.19,0,14.03,DAI-10-001205-4 | DAI-10-10616-4 | DRY-10-125588-1 | SPI-10-138221-1 | PRO-10-100366-7 | SPI-10-100863-1 | PHF-10-88380-4 | PRO-10-100367-7 | SPI-10-117110-1 | PHF-10-000414-4 | DAI-10-001204-4 | PTN-10-000704-7,"X3B- Cheese, Medium Cheddar Shredded 56g (0.5cup) | X3B- Cheese, Cream Kraft Philadelphia 18g (1TBSP) | X3B- (Paper) Pasta, Cavatappi 170g | X3B- Cajun Spice Blend 10g | X3B- Corn, Kernels Thaw-Friendly 113g (0.66cup) | H1F- Cream Sauce Spice Blend 10g (1TBSP) | X3B- Garlic, Unpeeled Clove | X3B- Corn, Kernels Thaw-Friendly 227g (1.33cup) | X3B- Powder Stock, Vegetable 7.5g (1tbsp) | X3B- Pepper, Sweet Bell 1pc (160g) | X3B- Cheese, Medium Cheddar Shredded 28g (0.25cup) | X3B- Shrimp, Pacific White Tail-Off 285g",12,2,2,2,2,,3.53220339,3.56,0,0.011,0,0.0336,2026-05-06 01:32:12.856000+00:00,23,0,0.0058,0.0022,0.7153,0.2843,0.0079896,0.008,0.0079,chefschoice_all
V12,CA,1025,24,2026-W33,33,RB25918-8,RB25918,7,READY FOR MENU PLANNING,Steaks and Country-Style Cream Gravy,with Sour Cream-Chive Smashed Potatoes and Broccoli,2025-W51,,2025-W51,729,0,0,TRUE,Beef-Steak-Sirloin,Beef,Steak,,"Beef-Steak-Sirloin, ",Potato - Yellow,Potato,Plain Flour,"Potato - Yellow, Plain Flour",Broccoli,Broccoli,"Broccoli, Onion - Shallot, ",Onion - Shallot,,Montreal Spice Blend,Cream Cheese,,Cream,Chives,0,910,NORTH AMERICAN,123,10,35,1,season-no-season,Classic,"season-no-season, Classic",,,0,14.5,0,28.71,PHF-10-000939-4 | PRO-10-52177-1 | PTN-10-129133-7 | DAI-10-144062-4 | SPI-10-100863-1 | SPI-10-144156-1 | DAI-10-003438-4 | PHF-10-000936-4 | PHF-10-88386-1 | PHF-10-88387-1 | PHF-10-130242-4 | PRO-10-127899-4,"X3B- Chives, Fresh 7g | X3B- Stock Concentrate, Reduced Sodium Chicken 9.6g (1unit) | X3B- Beef, Top Sirloin Steak 285g | X3B- Sour Cream, 14% 86ml (6TBSP) | H1F- Cream Sauce Spice Blend 10g (1TBSP) | X3B- Montreal Spice Blend 12g | X3B- Cream, 35% 113ml | X3B- Chives, Fresh 14g | X3B- Potato, Small Yellow (B) 1pc | X3B- Shallot 1pc (50g) | X3B- Broccoli, Crown 5.5"" | X3B- Garlic Spread 30g (2tbsp)",12,2,2,2,2,,3.681233933,3.755102041,0,0.023,0.0201,0.075,2026-04-29 16:12:18.564000+00:00,24,0,0.0153,0.0058,0.7153,0.2843,0.0210634,0.0213,0.0204,surcharge
V12,CA,1026,25,2026-W33,33,RC161739-14,RC161739,15,READY FOR MENU PLANNING,Smart Chicken Dinner,with Creamed Spinach Sauce and Roasted Veggies,2026-W13,2026-W21,2026-W21,751,0,0,TRUE,Chicken-Breast,Chicken,Breast,,"Chicken-Breast, ",Potato - Yellow,Potato,,"Potato - Yellow, ",Carrot,Carrot,"Carrot, Greens - Baby Spinach, Onion - Yellow",Greens - Baby Spinach,Onion - Yellow,Cream Sauce Spice Blend,Cream Cheese,,,,0,570,Canadian,123,8,35,2,"carb-smart , calorie-smart , high-protein , fr-translated , season-no-season",Carb Smart,"carb-smart , calorie-smart , high-protein , fr-translated , season-no-season, Carb Smart",,,0,7.84,0,15.5,DAI-10-10616-4 | PHF-10-000744-4 | PHF-10-000745-4 | SPI-10-100863-1 | PHF-10-88383-4 | PTN-10-138814-7 | SPI-10-117111-1 | PTN-10-138815-7 | PHF-10-88379-4 | PHF-10-88386-1,"X3B- Cheese, Cream Kraft Philadelphia 18g (1TBSP) | X3B- Spinach, Baby 113g | X3B- Spinach, Baby 227g | H1F- Cream Sauce Spice Blend 10g (1TBSP) | X3B- Onion, Yellow Cooking 1pc (113g) | X3B- Chicken, Breasts Skinless/Boneless (2pc) 340g | X3B- Powder Stock, Chicken 7.5g (1tbsp) | X3B- Chicken, Breasts Skinless/Boneless (4pc) 680g | X3B- Carrot 1pc (170g) | X3B- Potato, Small Yellow (B) 1pc",10,2,2,2,2,,3.487116564,3.528326746,0,0.0159,0.018,0.049,2026-04-29 16:17:55.666000+00:00,25,0,0.0088,0.0029,0.7153,0.2843,0.011725,0.0124,0.0102,"light_all,light_d3,light_d4,light_d5"
V12,CA,1027,26,2026-W33,33,RT153867-3,RT153867,3,READY FOR MENU PLANNING,Cal Smart Turkey Salad,with Creamy Dressing and Feta,2022-W45,,2022-W45,567,0,0,TRUE,Turkey-Breast,Turkey,Breast,,"Turkey-Breast, ",No Starch,No Starch,,"No Starch, ",Cucumber,Cucumber,"Cucumber, , ",,,Seasoned Salt,"Feta Cheese, crumbled",Gala Apple,Mayonnaise,,0,540,Canadian,Salad,5,25,2,"calorie-smart , under-650-calories , quick , season-no-season",Calorie Smart,"calorie-smart , under-650-calories , quick , season-no-season, Calorie Smart",,,0,7.24,0,13.99,PHF-10-000389-4 | PHF-10-001406-4 | DAI-10-001140-4 | PHF-10-000744-4 | PHF-10-000745-4 | PRO-10-12348-4 | SPI-10-001169-1 | DAI-10-001202-4 | PRO-10-91789-1 | PTN-10-138825-7 | SPI-10-001163-1 | PHF-10-001407-4 | PHF-10-000424-4 | PRO-10-101285-1,"X3B- Apple, Gala 1pc (160g) | X3B- Carrot, Julienne 1/8-inch 113g | X3B- Cheese, Feta Crumbled 28g (0.25cup) | X3B- Spinach, Baby 113g | X3B- Spinach, Baby 227g | H1F- Mayonnaise, 28g (2TBSP) | X3B- Garlic Salt 4g (1tsp) | X3B- Cheese, Feta Crumbled 56g (0.5cup) | H1F- Mayonnaise (4tbsp) | X3B- Turkey, Breast Portion Skinless/Boneless 340g (1pc) | X3B- Garlic Salt 8g (2tsp) | X3B- Carrot, Julienne 1/8-inch 56g | X3B- Tomato, Roma 1pc (95g) Stage 4 | X3B- Vinegar, White Wine (1TBSP)",14,2,2,2,2,,3.401981454,3.476879041,1,0,0,0.0295,2026-04-29 19:32:51.289000+00:00,26,0,0.0081,0.0025,0.7153,0.2843,0.0105836,0.0114,0.0086,"lowcalorie_all,lowcalorie_d3,lowcalorie_d4,lowcalorie_d5"
